Date,Personal consumption expenditures (PCE),Goods,:Durable goods,:Nondurable goods,Services,:PCE excluding food and energy,:Food\1\,:Energy goods and services\2\,:Market-based PCE\3\,:Market-based PCE excluding food and energy\3\
1964-10-31,420184.0,217085.0,61245.0,155840.0,203099.0,320375.0,70524.0,29285.0,,
1964-11-30,416944.0,212527.0,58910.0,153617.0,204418.0,318531.0,70070.0,28343.0,,
1964-12-31,421586.0,215919.0,57976.0,157944.0,205667.0,320508.0,72477.0,28600.0,,
1965-01-31,425015.0,218314.0,61015.0,157299.0,206701.0,325188.0,71395.0,28433.0,,
1965-02-28,431972.0,224327.0,65375.0,158952.0,207645.0,330778.0,72125.0,29070.0,,
1965-03-31,433876.0,225386.0,68356.0,157031.0,208489.0,333075.0,71457.0,29344.0,,
1965-04-30,437648.0,227338.0,67331.0,160007.0,210310.0,335349.0,72618.0,29681.0,,
1965-05-31,438221.0,226476.0,65143.0,161333.0,211745.0,335293.0,73129.0,29799.0,,
1965-06-30,435846.0,222944.0,61981.0,160963.0,212902.0,331713.0,73904.0,30229.0,,
1965-07-31,441642.0,227314.0,63500.0,163814.0,214328.0,336200.0,74890.0,30552.0,,
1965-08-31,444991.0,229413.0,66000.0,163413.0,215578.0,339673.0,75077.0,30241.0,,
1965-09-30,452628.0,235580.0,70600.0,164979.0,217048.0,347744.0,74395.0,30489.0,,
1965-10-31,459108.0,240119.0,69486.0,170633.0,218989.0,349770.0,78313.0,31025.0,,
1965-11-30,459689.0,238854.0,69087.0,169767.0,220835.0,351532.0,77185.0,30972.0,,
1965-12-31,462313.0,240040.0,68806.0,171234.0,222273.0,352597.0,78819.0,30897.0,,
1966-01-31,465802.0,242745.0,70212.0,172533.0,223057.0,356097.0,78549.0,31156.0,,
1966-02-28,470869.0,246629.0,72286.0,174344.0,224240.0,360194.0,79740.0,30936.0,,
1966-03-31,475686.0,249844.0,74438.0,175406.0,225842.0,364127.0,80333.0,31226.0,,
1966-04-30,477608.0,250152.0,72469.0,177683.0,227457.0,364792.0,81095.0,31721.0,,
1966-05-31,473762.0,244845.0,68688.0,176157.0,228916.0,361426.0,80343.0,31993.0,,
1966-06-30,476198.0,245878.0,68005.0,177874.0,230320.0,363611.0,80331.0,32256.0,,
1966-07-31,481245.0,249270.0,69566.0,179704.0,231975.0,367462.0,81477.0,32306.0,,
1966-08-31,483840.0,251360.0,72268.0,179092.0,232480.0,370404.0,80794.0,32641.0,,
1966-09-30,489850.0,255650.0,75136.0,180514.0,234200.0,375571.0,81379.0,32900.0,,
1966-10-31,488975.0,253353.0,73377.0,179977.0,235621.0,375349.0,80596.0,33029.0,,
1966-11-30,490747.0,252958.0,72259.0,180699.0,237789.0,376455.0,81437.0,32855.0,,
1966-12-31,492555.0,252748.0,72241.0,180507.0,239808.0,377813.0,81241.0,33501.0,,
1967-01-31,494943.0,253944.0,72459.0,181485.0,240999.0,380179.0,81781.0,32984.0,,
1967-02-28,493706.0,252548.0,69850.0,182698.0,241158.0,378177.0,81802.0,33727.0,,
1967-03-31,496554.0,253938.0,70995.0,182943.0,242617.0,381503.0,82022.0,33029.0,,
1967-04-30,502063.0,257910.0,74319.0,183591.0,244153.0,386621.0,82111.0,33331.0,,
1967-05-31,502983.0,257524.0,73966.0,183559.0,245459.0,386832.0,81511.0,34640.0,,
1967-06-30,507547.0,260078.0,75165.0,184913.0,247469.0,390846.0,82290.0,34411.0,,
1967-07-31,507432.0,258127.0,74425.0,183703.0,249304.0,391517.0,81437.0,34477.0,,
1967-08-31,510539.0,259424.0,73646.0,185779.0,251115.0,394095.0,82742.0,33702.0,,
1967-09-30,516336.0,263875.0,76026.0,187849.0,252461.0,398857.0,83312.0,34167.0,,
1967-10-31,512920.0,259263.0,74114.0,185148.0,253658.0,395600.0,82956.0,34365.0,,
1967-11-30,518097.0,262876.0,75126.0,187750.0,255221.0,399343.0,83398.0,35355.0,,
1967-12-31,525804.0,268380.0,77684.0,190695.0,257424.0,405100.0,85343.0,35360.0,,
1968-01-31,531525.0,271025.0,79728.0,191297.0,260500.0,411181.0,84699.0,35645.0,,
1968-02-29,534183.0,272428.0,79472.0,192956.0,261755.0,413219.0,85017.0,35946.0,,
1968-03-31,544883.0,279729.0,83377.0,196352.0,265154.0,421466.0,87415.0,36002.0,,
1968-04-30,544572.0,277189.0,81427.0,195762.0,267383.0,422078.0,86796.0,35697.0,,
1968-05-31,550358.0,281285.0,84017.0,197269.0,269073.0,427108.0,87771.0,35480.0,,
1968-06-30,556840.0,284085.0,83808.0,200277.0,272755.0,431713.0,89194.0,35933.0,,
1968-07-31,563753.0,289499.0,86932.0,202566.0,274254.0,437662.0,89912.0,36179.0,,
1968-08-31,567613.0,291363.0,87631.0,203732.0,276250.0,440339.0,90537.0,36737.0,,
1968-09-30,568817.0,290297.0,88070.0,202226.0,278521.0,442006.0,90023.0,36788.0,,
1968-10-31,572262.0,291647.0,88124.0,203524.0,280614.0,445063.0,90597.0,36602.0,,
1968-11-30,577390.0,294493.0,87465.0,207028.0,282897.0,447942.0,92678.0,36770.0,,
1968-12-31,577226.0,292359.0,87888.0,204470.0,284867.0,448871.0,91338.0,37017.0,,
1969-01-31,584245.0,297412.0,90129.0,207283.0,286833.0,454058.0,92778.0,37410.0,,
1969-02-28,589487.0,300043.0,90765.0,209279.0,289444.0,458242.0,93342.0,37903.0,,
1969-03-31,589697.0,299078.0,89138.0,209940.0,290619.0,457920.0,93078.0,38700.0,,
1969-04-30,594698.0,301210.0,90405.0,210805.0,293488.0,463067.0,93149.0,38482.0,,
1969-05-31,601100.0,304014.0,90464.0,213551.0,297086.0,467475.0,95048.0,38577.0,,
1969-06-30,601703.0,302767.0,90475.0,212292.0,298935.0,468772.0,94145.0,38786.0,,
1969-07-31,603543.0,303248.0,88638.0,214609.0,300295.0,469372.0,95233.0,38937.0,,
1969-08-31,610794.0,307992.0,90658.0,217334.0,302802.0,474874.0,96590.0,39330.0,,
1969-09-30,614111.0,308609.0,92589.0,216019.0,305502.0,478726.0,95960.0,39425.0,,
1969-10-31,619409.0,310629.0,91438.0,219191.0,308780.0,481477.0,98039.0,39893.0,,
1969-11-30,621380.0,309974.0,90662.0,219312.0,311406.0,482954.0,98303.0,40124.0,,
1969-12-31,623672.0,311160.0,90433.0,220728.0,312511.0,484631.0,98787.0,40254.0,,
1970-01-31,629613.0,313784.0,89303.0,224481.0,315828.0,487072.0,101552.0,40989.0,,
1970-02-28,634880.0,315002.0,90983.0,224019.0,319878.0,493214.0,101246.0,40420.0,,
1970-03-31,633238.0,313499.0,88548.0,224951.0,319739.0,490536.0,102116.0,40586.0,,
1970-04-30,636953.0,314651.0,89977.0,224674.0,322302.0,494396.0,101688.0,40868.0,,
1970-05-31,643387.0,318333.0,91158.0,227175.0,325054.0,499528.0,102813.0,41046.0,,
1970-06-30,647247.0,319679.0,91885.0,227795.0,327568.0,502710.0,103292.0,41245.0,,
1970-07-31,649463.0,319681.0,91363.0,228318.0,329782.0,504814.0,102985.0,41664.0,,
1970-08-31,653907.0,321459.0,92325.0,229134.0,332449.0,508574.0,103856.0,41478.0,,
1970-09-30,660075.0,324041.0,92345.0,231696.0,336033.0,512527.0,105332.0,42215.0,,
1970-10-31,659325.0,322258.0,89719.0,232539.0,337068.0,512686.0,104261.0,42378.0,,
1970-11-30,657572.0,318612.0,85151.0,233461.0,338960.0,509823.0,105498.0,42251.0,,
1970-12-31,666622.0,324529.0,87102.0,237427.0,342093.0,516270.0,107431.0,42921.0,,
1971-01-31,677164.0,333744.0,97436.0,236308.0,343421.0,527778.0,105811.0,43576.0,,
1971-02-28,680425.0,333698.0,97169.0,236529.0,346728.0,530956.0,105834.0,43635.0,,
1971-03-31,683018.0,334197.0,99550.0,234647.0,348821.0,533967.0,105401.0,43650.0,,
1971-04-30,689778.0,338365.0,100291.0,238074.0,351413.0,538901.0,106857.0,44020.0,,
1971-05-31,692157.0,337463.0,99649.0,237813.0,354694.0,541447.0,107002.0,43708.0,,
1971-06-30,700812.0,343632.0,103025.0,240607.0,357179.0,548646.0,107882.0,44283.0,,
1971-07-31,699921.0,340213.0,101068.0,239146.0,359708.0,548911.0,107285.0,43725.0,,
1971-08-31,705970.0,342569.0,102239.0,240330.0,363402.0,554604.0,107003.0,44363.0,,
1971-09-30,714072.0,348817.0,107020.0,241797.0,365255.0,561549.0,107109.0,45414.0,,
1971-10-31,716933.0,348451.0,107215.0,241235.0,368482.0,563913.0,107735.0,45285.0,,
1971-11-30,722055.0,351249.0,107284.0,243965.0,370806.0,568524.0,108091.0,45440.0,,
1971-12-31,729572.0,352989.0,107405.0,245584.0,376583.0,575054.0,109489.0,45030.0,,
1972-01-31,732648.0,353755.0,110526.0,243229.0,378893.0,580467.0,107029.0,45153.0,,
1972-02-29,737332.0,355882.0,109285.0,246597.0,381450.0,581779.0,109935.0,45618.0,,
1972-03-31,750384.0,363595.0,112300.0,251294.0,386790.0,591684.0,112182.0,46519.0,,
1972-04-30,753765.0,365056.0,112859.0,252197.0,388709.0,594262.0,113043.0,46460.0,,
1972-05-31,759213.0,369895.0,114520.0,255375.0,389318.0,598360.0,114154.0,46698.0,,
1972-06-30,762865.0,370153.0,114818.0,255334.0,392712.0,602171.0,114306.0,46388.0,,
1972-07-31,771217.0,374608.0,116627.0,257980.0,396609.0,609064.0,114953.0,47200.0,,
1972-08-31,777654.0,377828.0,118261.0,259567.0,399827.0,613948.0,115482.0,48225.0,,
1972-09-30,782480.0,380591.0,117886.0,262705.0,401889.0,617142.0,116879.0,48459.0,,
1972-10-31,796296.0,389773.0,122044.0,267729.0,406523.0,627652.0,118510.0,50134.0,,
1972-11-30,801823.0,391265.0,123397.0,267868.0,410558.0,632157.0,118462.0,51205.0,,
1972-12-31,807507.0,393383.0,124809.0,268574.0,414124.0,636793.0,118727.0,51986.0,,
1973-01-31,817893.0,401814.0,129282.0,272532.0,416079.0,646406.0,120155.0,51332.0,,
1973-02-28,827246.0,408082.0,131854.0,276228.0,419164.0,653867.0,121219.0,52159.0,,
1973-03-31,834219.0,411907.0,134299.0,277608.0,422312.0,660298.0,122046.0,51875.0,,
1973-04-30,837194.0,411850.0,132486.0,279364.0,425344.0,661715.0,123030.0,52448.0,,
1973-05-31,843097.0,413985.0,133275.0,280710.0,429111.0,665621.0,123724.0,53752.0,,
1973-06-30,845841.0,412207.0,128124.0,284083.0,433634.0,667042.0,125339.0,53461.0,,
1973-07-31,855707.0,420027.0,130084.0,289943.0,435680.0,671594.0,130250.0,53863.0,,
1973-08-31,854854.0,416089.0,128625.0,287465.0,438765.0,671636.0,128636.0,54582.0,,
1973-09-30,870870.0,426033.0,133692.0,292341.0,444837.0,684793.0,130124.0,55953.0,,
1973-10-31,869804.0,422634.0,129284.0,293350.0,447169.0,682749.0,130218.0,56837.0,,
1973-11-30,878563.0,428184.0,129070.0,299115.0,450379.0,687667.0,131704.0,59192.0,,
1973-12-31,878372.0,426812.0,126250.0,300562.0,451561.0,687102.0,134129.0,57141.0,,
1974-01-31,886383.0,431742.0,126697.0,305045.0,454642.0,692282.0,135996.0,58104.0,,
1974-02-28,891579.0,434040.0,124781.0,309260.0,457539.0,693550.0,138236.0,59793.0,,
1974-03-31,903326.0,440734.0,128480.0,312254.0,462592.0,702323.0,138642.0,62361.0,,
1974-04-30,912696.0,444264.0,129019.0,315245.0,468432.0,708619.0,138707.0,65370.0,,
1974-05-31,924306.0,450545.0,131960.0,318585.0,473761.0,717207.0,139464.0,67635.0,,
1974-06-30,929871.0,450990.0,130769.0,320221.0,478881.0,720033.0,140747.0,69091.0,,
1974-07-31,939755.0,457792.0,133390.0,324402.0,481963.0,726567.0,142802.0,70386.0,,
1974-08-31,956604.0,469617.0,140873.0,328744.0,486987.0,740336.0,146803.0,69465.0,,
1974-09-30,956836.0,464566.0,134710.0,329856.0,492270.0,738406.0,147678.0,70752.0,,
1974-10-31,961014.0,462518.0,131012.0,331506.0,498496.0,739399.0,148463.0,73151.0,,
1974-11-30,957976.0,456909.0,125393.0,331516.0,501066.0,737355.0,150578.0,70043.0,,
1974-12-31,963618.0,454741.0,125039.0,329702.0,508876.0,741877.0,148341.0,73400.0,,
1975-01-31,977418.0,463987.0,129541.0,334446.0,513431.0,755395.0,150504.0,71520.0,,
1975-02-28,991268.0,470861.0,134797.0,336064.0,520406.0,767910.0,151120.0,72237.0,,
1975-03-31,992552.0,469130.0,131023.0,338108.0,523422.0,766306.0,152760.0,73487.0,,
1975-04-30,997164.0,468200.0,131981.0,336219.0,528964.0,768859.0,151587.0,76718.0,,
1975-05-31,1021190.0,486906.0,138125.0,348782.0,534284.0,790258.0,156074.0,74858.0,,
1975-06-30,1029118.0,489517.0,139972.0,349546.0,539601.0,796529.0,156764.0,75825.0,,
1975-07-31,1042183.0,498632.0,144998.0,353634.0,543552.0,804889.0,159373.0,77921.0,,
1975-08-31,1049367.0,502859.0,145423.0,357436.0,546509.0,809826.0,159990.0,79552.0,,
1975-09-30,1057211.0,506765.0,149942.0,356823.0,550446.0,818020.0,159942.0,79250.0,,
1975-10-31,1063165.0,503730.0,147982.0,355748.0,559435.0,824129.0,159580.0,79456.0,,
1975-11-30,1078042.0,513622.0,153247.0,360375.0,564420.0,839538.0,160596.0,77908.0,,
1975-12-31,1094356.0,521801.0,158946.0,362855.0,572555.0,852578.0,160506.0,81273.0,,
1976-01-31,1109511.0,530491.0,161221.0,369270.0,579020.0,861821.0,163963.0,83728.0,,
1976-02-29,1110096.0,530169.0,164160.0,366009.0,579927.0,867428.0,162504.0,80164.0,,
1976-03-31,1117298.0,531540.0,164511.0,367029.0,585758.0,872953.0,163544.0,80801.0,,
1976-04-30,1127835.0,538882.0,167622.0,371259.0,588953.0,881683.0,164546.0,81606.0,,
1976-05-31,1125121.0,532574.0,162194.0,370380.0,592547.0,877514.0,165150.0,82457.0,,
1976-06-30,1142940.0,545453.0,167883.0,377570.0,597487.0,891407.0,167803.0,83729.0,,
1976-07-31,1152069.0,547619.0,169692.0,377927.0,604450.0,900514.0,167133.0,84422.0,,
1976-08-31,1160514.0,549639.0,168689.0,380950.0,610875.0,905620.0,169128.0,85766.0,,
1976-09-30,1171449.0,554100.0,171152.0,382947.0,617349.0,914356.0,169365.0,87728.0,,
1976-10-31,1179485.0,558259.0,170913.0,387346.0,621227.0,918596.0,171337.0,89552.0,,
1976-11-30,1191660.0,561480.0,173245.0,388235.0,630180.0,928047.0,170224.0,93389.0,,
1976-12-31,1214093.0,575450.0,182209.0,393241.0,638643.0,946924.0,172868.0,94301.0,,
1977-01-31,1217387.0,572316.0,177810.0,394506.0,645071.0,945711.0,175566.0,96110.0,,
1977-02-28,1233651.0,581809.0,184060.0,397749.0,651842.0,964301.0,175152.0,94198.0,,
1977-03-31,1240671.0,587069.0,189923.0,397146.0,653602.0,975342.0,174395.0,90934.0,,
1977-04-30,1249733.0,590902.0,188852.0,402050.0,658831.0,980512.0,176172.0,93049.0,,
1977-05-31,1259634.0,593199.0,188579.0,404620.0,666435.0,987514.0,180079.0,92041.0,,
1977-06-30,1266260.0,594678.0,190238.0,404440.0,671582.0,991781.0,180412.0,94067.0,,
1977-07-31,1283215.0,601547.0,191717.0,409831.0,681667.0,1005746.0,181177.0,96292.0,,
1977-08-31,1288494.0,603177.0,194205.0,408972.0,685317.0,1011909.0,179819.0,96765.0,,
1977-09-30,1297423.0,606981.0,196055.0,410926.0,690442.0,1020170.0,179849.0,97404.0,,
1977-10-31,1314335.0,615904.0,197128.0,418776.0,698431.0,1032280.0,182700.0,99356.0,,
1977-11-30,1330036.0,627269.0,200813.0,426457.0,702767.0,1045854.0,187551.0,96631.0,,
1977-12-31,1339260.0,629756.0,204178.0,425578.0,709504.0,1054524.0,184374.0,100363.0,,
1978-01-31,1333023.0,615444.0,191238.0,424206.0,717579.0,1048125.0,185402.0,99496.0,,
1978-02-28,1358857.0,629740.0,198523.0,431217.0,729118.0,1067329.0,189062.0,102466.0,,
1978-03-31,1381387.0,642540.0,204743.0,437797.0,738847.0,1087862.0,191436.0,102089.0,,
1978-04-30,1400235.0,652308.0,213489.0,438819.0,747927.0,1106972.0,191324.0,101939.0,,
1978-05-31,1415872.0,662687.0,216969.0,445718.0,753184.0,1118241.0,193491.0,104141.0,,
1978-06-30,1429772.0,668002.0,218103.0,449899.0,761770.0,1130899.0,196558.0,102316.0,,
1978-07-31,1430807.0,665980.0,215252.0,450728.0,764827.0,1132287.0,196121.0,102399.0,,
1978-08-31,1450981.0,676152.0,221847.0,454305.0,774829.0,1149542.0,197904.0,103534.0,,
1978-09-30,1456935.0,674949.0,213121.0,461828.0,781986.0,1151395.0,201410.0,104129.0,,
1978-10-31,1471001.0,682193.0,220330.0,461863.0,788808.0,1164947.0,200348.0,105706.0,,
1978-11-30,1484675.0,691779.0,222327.0,469453.0,792896.0,1173739.0,203916.0,107020.0,,
1978-12-31,1500520.0,701024.0,224239.0,476785.0,799497.0,1184912.0,206372.0,109236.0,,
1979-01-31,1506302.0,699483.0,220543.0,478941.0,806819.0,1184793.0,209797.0,111712.0,,
1979-02-28,1521645.0,708312.0,223984.0,484329.0,813332.0,1192354.0,210433.0,118857.0,,
1979-03-31,1534997.0,715809.0,225307.0,490502.0,819187.0,1208090.0,212534.0,114373.0,,
1979-04-30,1542315.0,711768.0,222654.0,489114.0,830547.0,1212771.0,210292.0,119252.0,,
1979-05-31,1562714.0,723765.0,224355.0,499411.0,838948.0,1227676.0,214702.0,120336.0,,
1979-06-30,1579622.0,730968.0,219293.0,511675.0,848654.0,1233381.0,222108.0,124133.0,,
1979-07-31,1590142.0,737328.0,226043.0,511285.0,852813.0,1247249.0,216570.0,126323.0,,
1979-08-31,1619676.0,755566.0,231341.0,524225.0,864110.0,1265853.0,220031.0,133792.0,,
1979-09-30,1638130.0,766941.0,235411.0,531530.0,871190.0,1277056.0,223628.0,137446.0,,
1979-10-31,1645995.0,762051.0,228264.0,533787.0,883944.0,1282329.0,223485.0,140181.0,,
1979-11-30,1661710.0,770064.0,228981.0,541083.0,891645.0,1293828.0,228341.0,139541.0,,
1979-12-31,1670683.0,773195.0,229901.0,543293.0,897489.0,1299842.0,228516.0,142325.0,,
1980-01-31,1701575.0,793785.0,239583.0,554202.0,907790.0,1325645.0,231537.0,144393.0,,
1980-02-29,1705593.0,793143.0,232935.0,560208.0,912450.0,1319903.0,232338.0,153351.0,,
1980-03-31,1712392.0,789076.0,223647.0,565429.0,923316.0,1314530.0,234509.0,163352.0,,
1980-04-30,1699454.0,777519.0,212350.0,565169.0,921935.0,1306525.0,234847.0,158081.0,,
1980-05-31,1704287.0,774952.0,208522.0,566429.0,929336.0,1311894.0,236591.0,155802.0,,
1980-06-30,1723016.0,781022.0,214878.0,566144.0,941994.0,1327132.0,236452.0,159432.0,,
1980-07-31,1751175.0,797015.0,226688.0,570327.0,954159.0,1353754.0,238008.0,159413.0,,
1980-08-31,1767713.0,803337.0,223958.0,579379.0,964376.0,1365031.0,242887.0,159795.0,,
1980-09-30,1784144.0,805234.0,225442.0,579792.0,978910.0,1382472.0,242961.0,158711.0,,
1980-10-31,1820425.0,824312.0,236285.0,588027.0,996113.0,1414232.0,245261.0,160931.0,,
1980-11-30,1830169.0,825447.0,236703.0,588744.0,1004722.0,1422881.0,246448.0,160840.0,,
1980-12-31,1855465.0,832681.0,235704.0,596977.0,1022784.0,1440579.0,248165.0,166721.0,,
1981-01-31,1874695.0,849682.0,239899.0,609783.0,1025013.0,1453087.0,250458.0,171150.0,,
1981-02-28,1889352.0,861633.0,247343.0,614290.0,1027719.0,1470369.0,250696.0,168287.0,,
1981-03-31,1908095.0,868958.0,250898.0,618060.0,1039136.0,1482381.0,250669.0,175045.0,,
1981-04-30,1909142.0,863176.0,241690.0,621485.0,1045966.0,1483549.0,253278.0,172314.0,,
1981-05-31,1918174.0,860328.0,239765.0,620563.0,1057846.0,1486643.0,254003.0,177527.0,,
1981-06-30,1938457.0,867849.0,241351.0,626498.0,1070608.0,1499088.0,254670.0,184700.0,,
1981-07-31,1945702.0,871720.0,245207.0,626512.0,1073983.0,1511426.0,255896.0,178380.0,,
1981-08-31,1969789.0,890157.0,260392.0,629765.0,1079632.0,1535754.0,258010.0,176025.0,,
1981-09-30,1968248.0,881279.0,250176.0,631103.0,1086968.0,1533428.0,256190.0,178629.0,,
1981-10-31,1966195.0,870680.0,237256.0,633424.0,1095515.0,1526337.0,259347.0,180512.0,,
1981-11-30,1972376.0,870638.0,236954.0,633684.0,1101738.0,1535557.0,258739.0,178080.0,,
1981-12-31,1989863.0,876320.0,236323.0,639998.0,1113542.0,1543337.0,262103.0,184423.0,,
1982-01-31,1997404.0,878257.0,241002.0,637255.0,1119146.0,1549506.0,261315.0,186583.0,,
1982-02-28,2021361.0,892706.0,249303.0,643403.0,1128655.0,1574075.0,263371.0,183915.0,,
