Date,Consumption of fixed capital,Private,:Domestic business,::Corporate business,:::Financial,:::Nonfinancial,::Noncorporate business,:::Sole proprietorships and partnerships,::::Farm,::::Nonfarm,:::Other private business,::::Rental income of persons,:::::Nonfarm tenant-occupied housing,:::::Farm tenant-occupied housing,:::::Farms owned by nonoperator landlords,:::::Nonfarm nonresidential properties,::::Proprietors' income,:Households and institutions,::Owner-occupied housing,::Nonprofit institutions serving households,Government,:General government,::Federal,::State and local,:Government enterprises,::Federal,::State and local,:Nonfarm business
1947-03-31,27748.0,16291.0,13578.0,9036.0,293.0,8743.0,4543.0,3597.0,1086.0,2511.0,946.0,848.0,,,,,98.0,2713.0,2128.0,585.0,11457.0,11066.0,9648.0,1418.0,391.0,20.0,371.0,12860.0
1947-06-30,28756.0,17304.0,14400.0,9560.0,313.0,9247.0,4840.0,3842.0,1154.0,2688.0,998.0,892.0,,,,,106.0,2904.0,2280.0,624.0,11452.0,11075.0,9600.0,1475.0,377.0,20.0,357.0,13598.0
1947-09-30,29802.0,18242.0,15175.0,10058.0,330.0,9728.0,5117.0,4077.0,1228.0,2849.0,1040.0,927.0,,,,,113.0,3067.0,2410.0,657.0,11560.0,11152.0,9624.0,1528.0,408.0,32.0,376.0,14328.0
1947-12-31,30497.0,19104.0,15902.0,10529.0,344.0,10185.0,5374.0,4301.0,1308.0,2992.0,1073.0,953.0,,,,,120.0,3200.0,2518.0,682.0,11393.0,10972.0,9392.0,1580.0,421.0,28.0,393.0,14986.0
1948-03-31,30786.0,19887.0,16582.0,10973.0,354.0,10619.0,5610.0,4514.0,1394.0,3120.0,1096.0,970.0,,,,,126.0,3304.0,2604.0,700.0,10899.0,10466.0,8824.0,1642.0,433.0,28.0,405.0,15591.0
1948-06-30,31159.0,20574.0,17180.0,11355.0,363.0,10992.0,5824.0,4709.0,1475.0,3233.0,1115.0,983.0,,,,,132.0,3394.0,2680.0,714.0,10585.0,10134.0,8448.0,1686.0,451.0,28.0,423.0,16125.0
1948-09-30,31672.0,21165.0,17696.0,11680.0,373.0,11307.0,6016.0,4885.0,1552.0,3334.0,1131.0,993.0,,,,,138.0,3470.0,2745.0,725.0,10507.0,10027.0,8292.0,1735.0,480.0,32.0,448.0,16592.0
1948-12-31,31953.0,21661.0,18130.0,11944.0,382.0,11562.0,6186.0,5044.0,1623.0,3421.0,1142.0,998.0,,,,,144.0,3531.0,2799.0,732.0,10292.0,9805.0,8048.0,1757.0,487.0,32.0,455.0,16960.0
1949-03-31,32289.0,22060.0,18483.0,12150.0,392.0,11758.0,6334.0,5185.0,1690.0,3495.0,1149.0,1000.0,,,,,149.0,3578.0,2842.0,736.0,10229.0,9743.0,7988.0,1755.0,486.0,32.0,454.0,17243.0
1949-06-30,32304.0,22432.0,18804.0,12336.0,400.0,11936.0,6468.0,5312.0,1751.0,3561.0,1156.0,1002.0,,,,,154.0,3629.0,2888.0,741.0,9872.0,9386.0,7664.0,1722.0,486.0,32.0,454.0,17502.0
1949-09-30,32320.0,22777.0,19094.0,12505.0,408.0,12097.0,6588.0,5426.0,1805.0,3620.0,1162.0,1005.0,,,,,157.0,3683.0,2937.0,746.0,9543.0,9057.0,7348.0,1709.0,486.0,32.0,454.0,17736.0
1949-12-31,32432.0,23093.0,19352.0,12657.0,416.0,12241.0,6695.0,5526.0,1854.0,3672.0,1169.0,1009.0,,,,,160.0,3742.0,2989.0,753.0,9339.0,8854.0,7152.0,1702.0,485.0,32.0,453.0,17943.0
1950-03-31,32464.0,23384.0,19580.0,12790.0,422.0,12368.0,6789.0,5613.0,1897.0,3716.0,1176.0,1014.0,,,,,162.0,3805.0,3045.0,760.0,9080.0,8595.0,6960.0,1635.0,485.0,32.0,453.0,18127.0
1950-06-30,32798.0,23880.0,19982.0,13042.0,432.0,12610.0,6939.0,5748.0,1951.0,3797.0,1191.0,1026.0,,,,,166.0,3898.0,3121.0,777.0,8918.0,8425.0,6784.0,1641.0,493.0,36.0,457.0,18482.0
1950-09-30,33594.0,24579.0,20559.0,13414.0,445.0,12969.0,7145.0,5930.0,2017.0,3913.0,1215.0,1044.0,,,,,171.0,4020.0,3217.0,803.0,9015.0,8491.0,6776.0,1715.0,524.0,44.0,480.0,19023.0
1950-12-31,34867.0,25484.0,21311.0,13905.0,461.0,13444.0,7406.0,6160.0,2094.0,4066.0,1246.0,1068.0,,,,,178.0,4174.0,3334.0,840.0,9383.0,8839.0,7004.0,1835.0,544.0,44.0,500.0,19717.0
1951-03-31,36277.0,26594.0,22239.0,14515.0,479.0,14036.0,7724.0,6438.0,2183.0,4255.0,1286.0,1100.0,,,,,186.0,4356.0,3471.0,885.0,9683.0,9117.0,7140.0,1977.0,566.0,44.0,522.0,20577.0
1951-06-30,37362.0,27500.0,22985.0,15007.0,495.0,14512.0,7978.0,6660.0,2258.0,4402.0,1318.0,1125.0,,,,,193.0,4515.0,3593.0,922.0,9862.0,9280.0,7220.0,2060.0,582.0,44.0,538.0,21262.0
1951-09-30,38308.0,28198.0,23551.0,15382.0,508.0,14874.0,8169.0,6827.0,2321.0,4506.0,1342.0,1144.0,,,,,198.0,4647.0,3698.0,949.0,10110.0,9511.0,7392.0,2119.0,599.0,48.0,551.0,21780.0
1951-12-31,39081.0,28689.0,23937.0,15640.0,518.0,15122.0,8297.0,6939.0,2371.0,4568.0,1358.0,1156.0,,,,,202.0,4753.0,3786.0,967.0,10392.0,9786.0,7628.0,2158.0,606.0,48.0,558.0,22122.0
1952-03-31,39554.0,28977.0,24142.0,15780.0,525.0,15255.0,8362.0,6996.0,2408.0,4588.0,1366.0,1163.0,,,,,204.0,4835.0,3859.0,976.0,10577.0,9962.0,7824.0,2138.0,615.0,52.0,563.0,22297.0
1952-06-30,40210.0,29318.0,24401.0,15970.0,532.0,15438.0,8431.0,7056.0,2441.0,4616.0,1375.0,1169.0,,,,,206.0,4916.0,3929.0,987.0,10892.0,10262.0,8060.0,2202.0,630.0,60.0,570.0,22537.0
1952-09-30,41002.0,29712.0,24715.0,16212.0,540.0,15672.0,8503.0,7120.0,2469.0,4651.0,1383.0,1175.0,,,,,208.0,4997.0,3998.0,999.0,11290.0,10636.0,8356.0,2280.0,654.0,64.0,590.0,22845.0
1952-12-31,41705.0,30163.0,25083.0,16503.0,548.0,15955.0,8580.0,7188.0,2494.0,4694.0,1392.0,1181.0,,,,,211.0,5079.0,4065.0,1014.0,11542.0,10870.0,8640.0,2230.0,672.0,64.0,608.0,23205.0
1953-03-31,42491.0,30667.0,25506.0,16844.0,556.0,16288.0,8661.0,7260.0,2515.0,4744.0,1401.0,1187.0,,,,,214.0,5162.0,4131.0,1031.0,11824.0,11154.0,8860.0,2294.0,670.0,64.0,606.0,23604.0
1953-06-30,43248.0,31141.0,25900.0,17164.0,566.0,16598.0,8737.0,7327.0,2535.0,4792.0,1410.0,1193.0,,,,,217.0,5240.0,4194.0,1046.0,12107.0,11431.0,9160.0,2271.0,676.0,64.0,612.0,23983.0
1953-09-30,43806.0,31582.0,26267.0,17460.0,577.0,16883.0,8808.0,7390.0,2553.0,4837.0,1418.0,1198.0,,,,,221.0,5315.0,4257.0,1058.0,12224.0,11528.0,9248.0,2280.0,696.0,64.0,632.0,24351.0
1953-12-31,44377.0,31995.0,26607.0,17732.0,589.0,17143.0,8874.0,7448.0,2570.0,4879.0,1426.0,1202.0,,,,,224.0,5387.0,4318.0,1069.0,12382.0,11682.0,9440.0,2242.0,700.0,68.0,632.0,24677.0
1954-03-31,44973.0,32374.0,26918.0,17983.0,603.0,17380.0,8935.0,7502.0,2585.0,4917.0,1433.0,1206.0,,,,,227.0,5456.0,4378.0,1078.0,12599.0,11895.0,9684.0,2211.0,704.0,72.0,632.0,24975.0
1954-06-30,45707.0,32759.0,27222.0,18225.0,613.0,17612.0,8997.0,7556.0,2597.0,4959.0,1441.0,1212.0,,,,,229.0,5537.0,4448.0,1089.0,12948.0,12237.0,9908.0,2329.0,711.0,72.0,639.0,25273.0
1954-09-30,46283.0,33150.0,27520.0,18461.0,621.0,17840.0,9059.0,7608.0,2604.0,5004.0,1451.0,1220.0,,,,,231.0,5631.0,4528.0,1103.0,13133.0,12409.0,10084.0,2325.0,724.0,72.0,652.0,25576.0
1954-12-31,46960.0,33548.0,27811.0,18691.0,627.0,18064.0,9120.0,7658.0,2606.0,5052.0,1462.0,1230.0,,,,,232.0,5736.0,4618.0,1118.0,13412.0,12680.0,10300.0,2380.0,732.0,72.0,660.0,25870.0
1955-03-31,47450.0,33949.0,28096.0,18912.0,629.0,18283.0,9183.0,7708.0,2605.0,5103.0,1475.0,1242.0,,,,,233.0,5855.0,4718.0,1137.0,13501.0,12768.0,10420.0,2348.0,733.0,72.0,661.0,26156.0
1955-06-30,48190.0,34528.0,28544.0,19261.0,638.0,18623.0,9284.0,7793.0,2614.0,5179.0,1491.0,1256.0,,,,,235.0,5985.0,4825.0,1160.0,13662.0,12912.0,10524.0,2388.0,750.0,76.0,674.0,26610.0
1955-09-30,49324.0,35281.0,29155.0,19734.0,652.0,19082.0,9421.0,7911.0,2634.0,5278.0,1510.0,1271.0,,,,,239.0,6126.0,4938.0,1188.0,14043.0,13264.0,10732.0,2532.0,779.0,80.0,699.0,27229.0
1955-12-31,50574.0,36209.0,29930.0,20333.0,673.0,19660.0,9596.0,8064.0,2664.0,5400.0,1532.0,1287.0,,,,,245.0,6279.0,5059.0,1220.0,14365.0,13571.0,10960.0,2611.0,794.0,80.0,714.0,27986.0
1956-03-31,52140.0,37312.0,30868.0,21058.0,699.0,20359.0,9809.0,8251.0,2704.0,5547.0,1558.0,1305.0,,,,,253.0,6443.0,5186.0,1257.0,14828.0,14006.0,11284.0,2722.0,822.0,84.0,738.0,28909.0
1956-06-30,53501.0,38352.0,31760.0,21760.0,723.0,21037.0,10000.0,8420.0,2738.0,5682.0,1580.0,1320.0,,,,,260.0,6592.0,5298.0,1294.0,15149.0,14302.0,11484.0,2818.0,847.0,88.0,759.0,29790.0
1956-09-30,54824.0,39329.0,32606.0,22439.0,744.0,21695.0,10167.0,8570.0,2765.0,5806.0,1597.0,1331.0,,,,,265.0,6723.0,5394.0,1329.0,15495.0,14623.0,11712.0,2911.0,872.0,88.0,784.0,30632.0
1956-12-31,56034.0,40243.0,33406.0,23095.0,762.0,22333.0,10312.0,8702.0,2785.0,5917.0,1610.0,1340.0,,,,,270.0,6838.0,5474.0,1364.0,15791.0,14905.0,11928.0,2977.0,886.0,88.0,798.0,31423.0
1957-03-31,57308.0,41095.0,34160.0,23727.0,777.0,22950.0,10433.0,8815.0,2798.0,6017.0,1618.0,1346.0,,,,,273.0,6936.0,5539.0,1397.0,16213.0,15308.0,12284.0,3024.0,905.0,92.0,813.0,32181.0
1957-06-30,58415.0,41901.0,34875.0,24314.0,795.0,23519.0,10560.0,8933.0,2818.0,6115.0,1627.0,1351.0,,,,,276.0,7027.0,5601.0,1426.0,16514.0,15579.0,12472.0,3107.0,935.0,96.0,839.0,32903.0
1957-09-30,59488.0,42659.0,35550.0,24858.0,817.0,24041.0,10692.0,9056.0,2845.0,6211.0,1636.0,1356.0,,,,,281.0,7109.0,5661.0,1448.0,16829.0,15881.0,12740.0,3141.0,948.0,96.0,852.0,33562.0
1957-12-31,60438.0,43370.0,36187.0,25356.0,842.0,24514.0,10830.0,9184.0,2878.0,6305.0,1646.0,1360.0,,,,,286.0,7184.0,5719.0,1465.0,17068.0,16114.0,12972.0,3142.0,954.0,96.0,858.0,34169.0
1958-03-31,61062.0,44035.0,36784.0,25811.0,871.0,24940.0,10973.0,9316.0,2918.0,6398.0,1657.0,1364.0,,,,,292.0,7250.0,5774.0,1476.0,17027.0,16071.0,12960.0,3111.0,956.0,96.0,860.0,34725.0
1958-06-30,61962.0,44651.0,37322.0,26227.0,894.0,25333.0,11095.0,9429.0,2953.0,6476.0,1666.0,1369.0,,,,,297.0,7329.0,5838.0,1491.0,17311.0,16337.0,13144.0,3193.0,974.0,96.0,878.0,35243.0
1958-09-30,62917.0,45220.0,37801.0,26604.0,912.0,25692.0,11198.0,9524.0,2982.0,6541.0,1674.0,1374.0,,,,,299.0,7418.0,5909.0,1509.0,17697.0,16701.0,13428.0,3273.0,996.0,100.0,896.0,35712.0
1958-12-31,63761.0,45739.0,38220.0,26941.0,923.0,26018.0,11279.0,9599.0,3006.0,6593.0,1680.0,1380.0,,,,,300.0,7518.0,5987.0,1531.0,18022.0,17010.0,13684.0,3326.0,1012.0,100.0,912.0,36121.0
1959-03-31,64470.0,46211.0,38581.0,27241.0,930.0,26311.0,11340.0,9655.0,3025.0,6631.0,1685.0,1386.0,,,,,299.0,7630.0,6074.0,1556.0,18259.0,17246.0,13844.0,3402.0,1013.0,108.0,905.0,36462.0
1959-06-30,65126.0,46643.0,38904.0,27512.0,933.0,26579.0,11393.0,9692.0,3033.0,6658.0,1701.0,1403.0,,,,,297.0,7739.0,6157.0,1582.0,18483.0,17468.0,14036.0,3432.0,1015.0,116.0,899.0,36776.0
1959-09-30,65772.0,47034.0,39191.0,27756.0,934.0,26822.0,11435.0,9708.0,3032.0,6676.0,1727.0,1432.0,,,,,295.0,7843.0,6235.0,1608.0,18738.0,17713.0,14256.0,3457.0,1025.0,116.0,909.0,37071.0
1959-12-31,66387.0,47385.0,39441.0,27972.0,931.0,27041.0,11468.0,9705.0,3022.0,6683.0,1763.0,1471.0,,,,,293.0,7944.0,6310.0,1634.0,19002.0,17957.0,14476.0,3481.0,1045.0,124.0,921.0,37350.0
1960-03-31,66973.0,47695.0,39654.0,28161.0,926.0,27235.0,11493.0,9682.0,3002.0,6681.0,1811.0,1521.0,,,,,290.0,8042.0,6381.0,1661.0,19278.0,18219.0,14700.0,3519.0,1059.0,124.0,935.0,37595.0
1960-06-30,67560.0,48025.0,39891.0,28367.0,925.0,27442.0,11524.0,9670.0,2987.0,6683.0,1854.0,1566.0,,,,,288.0,8133.0,6447.0,1686.0,19535.0,18450.0,14884.0,3566.0,1085.0,136.0,949.0,37870.0
1960-09-30,68199.0,48373.0,40153.0,28591.0,927.0,27664.0,11562.0,9668.0,2978.0,6690.0,1894.0,1605.0,,,,,288.0,8220.0,6509.0,1711.0,19826.0,18731.0,15116.0,3615.0,1095.0,132.0,963.0,38149.0
1960-12-31,68842.0,48740.0,40438.0,28832.0,933.0,27899.0,11606.0,9676.0,2974.0,6702.0,1930.0,1640.0,,,,,289.0,8301.0,6567.0,1734.0,20102.0,18985.0,15320.0,3665.0,1117.0,140.0,977.0,38458.0
1961-03-31,69505.0,49124.0,40748.0,29091.0,943.0,28148.0,11656.0,9694.0,2976.0,6718.0,1962.0,1670.0,,,,,292.0,8377.0,6620.0,1757.0,20381.0,19255.0,15536.0,3719.0,1126.0,136.0,990.0,38773.0
1961-06-30,70194.0,49540.0,41087.0,29368.0,954.0,28414.0,11719.0,9719.0,2980.0,6739.0,2000.0,1706.0,,,,,294.0,8455.0,6672.0,1783.0,20654.0,19508.0,15732.0,3776.0,1146.0,144.0,1002.0,39126.0
1961-09-30,70949.0,49991.0,41456.0,29662.0,965.0,28697.0,11793.0,9749.0,2986.0,6763.0,2044.0,1748.0,,,,,296.0,8535.0,6723.0,1812.0,20958.0,19793.0,15964.0,3829.0,1165.0,148.0,1017.0,39506.0
1961-12-31,71779.0,50473.0,41854.0,29974.0,977.0,28997.0,11880.0,9786.0,2995.0,6791.0,2094.0,1796.0,,,,,298.0,8618.0,6774.0,1844.0,21306.0,20125.0,16236.0,3889.0,1181.0,148.0,1033.0,39909.0
1962-03-31,72714.0,50986.0,42283.0,30304.0,990.0,29314.0,11978.0,9829.0,3006.0,6824.0,2149.0,1850.0,,,,,299.0,8703.0,6823.0,1880.0,21728.0,20527.0,16552.0,3975.0,1201.0,152.0,1049.0,40345.0
1962-06-30,73519.0,51515.0,42719.0,30649.0,1004.0,29645.0,12070.0,9877.0,3019.0,6858.0,2193.0,1892.0,,,,,301.0,8795.0,6879.0,1916.0,22004.0,20780.0,16728.0,4052.0,1224.0,156.0,1068.0,40788.0
1962-09-30,74559.0,52055.0,43164.0,31008.0,1019.0,29989.0,12156.0,9930.0,3036.0,6894.0,2226.0,1923.0,,,,,303.0,8892.0,6940.0,1952.0,22504.0,21260.0,17144.0,4116.0,1244.0,160.0,1084.0,41234.0
1962-12-31,75610.0,52612.0,43618.0,31382.0,1034.0,30348.0,12236.0,9988.0,3055.0,6933.0,2248.0,1943.0,,,,,305.0,8994.0,7006.0,1988.0,22998.0,21728.0,17532.0,4196.0,1270.0,168.0,1102.0,41692.0
1963-03-31,76511.0,53182.0,44080.0,31771.0,1051.0,30720.0,12308.0,10050.0,3077.0,6973.0,2258.0,1951.0,,,,,308.0,9102.0,7079.0,2023.0,23329.0,22045.0,17780.0,4265.0,1284.0,168.0,1116.0,42143.0
1963-06-30,77508.0,53801.0,44581.0,32185.0,1068.0,31117.0,12396.0,10121.0,3100.0,7021.0,2275.0,1965.0,,,,,310.0,9220.0,7159.0,2061.0,23707.0,22407.0,18060.0,4347.0,1300.0,168.0,1132.0,42635.0
1963-09-30,78464.0,54466.0,45120.0,32622.0,1084.0,31538.0,12497.0,10199.0,3123.0,7076.0,2298.0,1986.0,,,,,312.0,9347.0,7247.0,2100.0,23998.0,22681.0,18260.0,4421.0,1317.0,168.0,1149.0,43164.0
1963-12-31,79525.0,55182.0,45699.0,33085.0,1101.0,31984.0,12614.0,10286.0,3148.0,7138.0,2328.0,2014.0,,,,,314.0,9484.0,7343.0,2141.0,24343.0,22993.0,18484.0,4509.0,1350.0,176.0,1174.0,43749.0
1964-03-31,80602.0,55947.0,46317.0,33572.0,1118.0,32454.0,12745.0,10381.0,3173.0,7208.0,2364.0,2049.0,,,,,315.0,9629.0,7446.0,2183.0,24655.0,23291.0,18700.0,4591.0,1364.0,176.0,1188.0,44352.0
1964-06-30,81750.0,56784.0,46995.0,34103.0,1142.0,32961.0,12892.0,10490.0,3205.0,7285.0,2402.0,2085.0,,,,,317.0,9789.0,7561.0,2228.0,24966.0,23582.0,18912.0,4670.0,1384.0,176.0,1208.0,45015.0
1964-09-30,82951.0,57694.0,47732.0,34678.0,1172.0,33506.0,13054.0,10612.0,3244.0,7368.0,2442.0,2123.0,,,,,319.0,9961.0,7686.0,2275.0,25257.0,23848.0,19096.0,4752.0,1409.0,184.0,1225.0,45734.0
1964-12-31,84211.0,58676.0,48528.0,35296.0,1208.0,34088.0,13233.0,10749.0,3290.0,7459.0,2484.0,2163.0,,,,,321.0,10148.0,7823.0,2325.0,25535.0,24102.0,19264.0,4838.0,1433.0,188.0,1245.0,46505.0
1965-03-31,85587.0,59733.0,49384.0,35958.0,1251.0,34707.0,13426.0,10899.0,3342.0,7557.0,2527.0,2205.0,,,,,323.0,10348.0,7971.0,2377.0,25854.0,24391.0,19432.0,4959.0,1463.0,192.0,1271.0,47334.0
1965-06-30,87115.0,60887.0,50334.0,36695.0,1292.0,35403.0,13639.0,11062.0,3397.0,7664.0,2577.0,2252.0,,,,,325.0,10553.0,8120.0,2433.0,26228.0,24737.0,19652.0,5085.0,1491.0,196.0,1295.0,48252.0
1965-09-30,88756.0,62143.0,51379.0,37509.0,1333.0,36176.0,13870.0,11237.0,3456.0,7782.0,2633.0,2306.0,,,,,327.0,10765.0,8272.0,2493.0,26613.0,25097.0,19904.0,5193.0,1516.0,196.0,1320.0,49259.0
1965-12-31,90463.0,63500.0,52519.0,38398.0,1372.0,37026.0,14121.0,11426.0,3517.0,7909.0,2695.0,2365.0,,,,,329.0,10981.0,8425.0,2556.0,26963.0,25419.0,20108.0,5311.0,1544.0,200.0,1344.0,50361.0
1966-03-31,92298.0,64957.0,53753.0,39363.0,1410.0,37953.0,14391.0,11628.0,3581.0,8047.0,2763.0,2431.0,,,,,332.0,11203.0,8580.0,2623.0,27341.0,25764.0,20336.0,5428.0,1577.0,204.0,1373.0,51559.0
1966-06-30,94312.0,66424.0,55000.0,40347.0,1448.0,38899.0,14653.0,11829.0,3648.0,8181.0,2824.0,2490.0,,,,,335.0,11424.0,8735.0,2689.0,27888.0,26267.0,20644.0,5623.0,1621.0,212.0,1409.0,52778.0
1966-09-30,96268.0,67905.0,56261.0,41352.0,1487.0,39865.0,14908.0,12028.0,3717.0,8311.0,2880.0,2541.0,,,,,339.0,11644.0,8891.0,2753.0,28363.0,26709.0,20944.0,5765.0,1654.0,220.0,1434.0,53997.0
1966-12-31,98294.0,69396.0,57534.0,42377.0,1527.0,40850.0,15156.0,12227.0,3790.0,8438.0,2929.0,2586.0,,,,,343.0,11862.0,9047.0,2815.0,28898.0,27211.0,21288.0,5923.0,1687.0,224.0,1463.0,55225.0
1967-03-31,100244.0,70899.0,58820.0,43423.0,1568.0,41855.0,15397.0,12425.0,3865.0,8561.0,2972.0,2624.0,,,,,348.0,12079.0,9203.0,2876.0,29345.0,27617.0,21576.0,6041.0,1728.0,236.0,1492.0,56470.0
1967-06-30,102321.0,72472.0,60159.0,44511.0,1615.0,42896.0,15649.0,12631.0,3936.0,8694.0,3018.0,2665.0,,,,,353.0,12313.0,9373.0,2940.0,29849.0,28096.0,21960.0,6136.0,1753.0,236.0,1517.0,57756.0
1967-09-30,104584.0,74113.0,61550.0,45639.0,1667.0,43972.0,15911.0,12843.0,4005.0,8838.0,3068.0,2710.0,,,,,359.0,12562.0,9555.0,3007.0,30471.0,28680.0,22368.0,6312.0,1791.0,244.0,1547.0,59111.0
1967-12-31,106930.0,75822.0,62994.0,46811.0,1726.0,45085.0,16182.0,13061.0,4070.0,8991.0,3121.0,2757.0,,,,,365.0,12826.0,9749.0,3077.0,31108.0,29275.0,22800.0,6475.0,1833.0,252.0,1581.0,60526.0
1968-03-31,109438.0,77596.0,64490.0,48025.0,1791.0,46234.0,16465.0,13287.0,4132.0,9156.0,3178.0,2807.0,,,,,371.0,13106.0,9957.0,3149.0,31842.0,29955.0,23248.0,6707.0,1887.0,260.0,1627.0,62009.0
1968-06-30,111914.0,79510.0,66078.0,49297.0,1860.0,47437.0,16780.0,13539.0,4195.0,9343.0,3241.0,2864.0,,,,,377.0,13431.0,10202.0,3229.0,32404.0,30469.0,23616.0,6853.0,1935.0,272.0,1663.0,63576.0
1968-09-30,114524.0,81558.0,67756.0,50628.0,1935.0,48693.0,17128.0,13816.0,4261.0,9555.0,3312.0,2929.0,,,,,383.0,13803.0,10487.0,3316.0,32966.0,30991.0,24052.0,6939.0,1975.0,276.0,1699.0,65222.0
1968-12-31,117420.0,83744.0,69524.0,52017.0,2014.0,50003.0,17507.0,14118.0,4328.0,9790.0,3389.0,3001.0,,,,,388.0,14220.0,10810.0,3410.0,33676.0,31631.0,24440.0,7191.0,2045.0,288.0,1757.0,66987.0
1969-03-31,120457.0,86068.0,71384.0,53465.0,2098.0,51367.0,17920.0,14447.0,4397.0,10049.0,3473.0,3080.0,,,,,393.0,14683.0,11172.0,3511.0,34389.0,32277.0,24872.0,7405.0,2112.0,300.0,1812.0,68838.0
1969-06-30,123462.0,88342.0,73254.0,54939.0,2180.0,52759.0,18314.0,14770.0,4464.0,10306.0,3544.0,3145.0,,,,,399.0,15089.0,11478.0,3611.0,35120.0,32953.0,25268.0,7685.0,2167.0,304.0,1863.0,70690.0
1969-09-30,126288.0,90571.0,75133.0,56441.0,2261.0,54180.0,18691.0,15090.0,4530.0,10560.0,3601.0,3197.0,,,,,405.0,15438.0,11729.0,3709.0,35717.0,33494.0,25652.0,7842.0,2223.0,308.0,1915.0,72553.0
1969-12-31,129245.0,92752.0,77022.0,57971.0,2341.0,55630.0,19050.0,15405.0,4593.0,10812.0,3645.0,3234.0,,,,,411.0,15730.0,11925.0,3805.0,36493.0,34196.0,26076.0,8120.0,2297.0,324.0,1973.0,74447.0
1970-03-31,132182.0,94886.0,78920.0,59529.0,2420.0,57109.0,19392.0,15716.0,4654.0,11061.0,3676.0,3257.0,,,,,418.0,15966.0,12066.0,3900.0,37296.0,34938.0,26564.0,8374.0,2358.0,332.0,2026.0,76339.0
1970-06-30,135213.0,97089.0,80828.0,61062.0,2501.0,58561.0,19766.0,16046.0,4723.0,11323.0,3720.0,3294.0,,,,,426.0,16261.0,12261.0,4000.0,38124.0,35692.0,27016.0,8676.0,2432.0,344.0,2088.0,78245.0
1970-09-30,138293.0,99359.0,82744.0,62571.0,2585.0,59986.0,20173.0,16395.0,4799.0,11596.0,3778.0,3343.0,,,,,435.0,16616.0,12511.0,4105.0,38934.0,36427.0,27468.0,8959.0,2507.0,360.0,2147.0,80153.0
1970-12-31,141443.0,101698.0,84668.0,64054.0,2671.0,61383.0,20614.0,16764.0,4883.0,11880.0,3850.0,3406.0,,,,,444.0,17030.0,12814.0,4216.0,39745.0,37166.0,27860.0,9306.0,2579.0,368.0,2211.0,82059.0
1971-03-31,144569.0,104104.0,86601.0,65513.0,2759.0,62754.0,21088.0,17152.0,4974.0,12177.0,3936.0,3482.0,,,,,454.0,17503.0,13171.0,4332.0,40465.0,37809.0,28264.0,9545.0,2656.0,384.0,2272.0,83970.0
1971-06-30,147528.0,106479.0,88498.0,66939.0,2846.0,64093.0,21559.0,17534.0,5067.0,12467.0,4025.0,3562.0,,,,,464.0,17981.0,13527.0,4454.0,41049.0,38306.0,28540.0,9766.0,2743.0,396.0,2347.0,85854.0
1971-09-30,150313.0,108822.0,90360.0,68333.0,2931.0,65402.0,22026.0,17910.0,5161.0,12749.0,4116.0,3645.0,,,,,472.0,18463.0,13881.0,4582.0,41491.0,38661.0,28728.0,9933.0,2830.0,416.0,2414.0,87701.0
1971-12-31,153052.0,111134.0,92185.0,69694.0,3015.0,66679.0,22491.0,18281.0,5257.0,13024.0,4210.0,3732.0,,,,,479.0,18949.0,14233.0,4716.0,41918.0,38997.0,28840.0,10157.0,2921.0,424.0,2497.0,89513.0
1972-03-31,156127.0,113413.0,93975.0,71023.0,3097.0,67926.0,22953.0,18646.0,5355.0,13291.0,4307.0,3822.0,,,,,484.0,19439.0,14583.0,4856.0,42714.0,39706.0,29348.0,10358.0,3008.0,444.0,2564.0,91285.0
1972-06-30,159022.0,115956.0,95961.0,72521.0,3192.0,69329.0,23441.0,19029.0,5449.0,13580.0,4412.0,3921.0,,,,,491.0,19995.0,14991.0,5004.0,43066.0,39994.0,29472.0,10522.0,3072.0,452.0,2620.0,93233.0
1972-09-30,162388.0,118762.0,98144.0,74189.0,3299.0,70890.0,23955.0,19431.0,5540.0,13890.0,4524.0,4026.0,,,,,498.0,20618.0,15457.0,5161.0,43626.0,40473.0,29708.0,10765.0,3153.0,476.0,2677.0,95398.0
1972-12-31,166049.0,121831.0,100523.0,76027.0,3420.0,72607.0,24496.0,19851.0,5628.0,14222.0,4645.0,4139.0,,,,,506.0,21308.0,15981.0,5327.0,44218.0,40986.0,29936.0,11050.0,3232.0,484.0,2748.0,97760.0
1973-03-31,170242.0,125163.0,103099.0,78035.0,3553.0,74482.0,25063.0,20289.0,5714.0,14576.0,4774.0,4259.0,,,,,515.0,22065.0,16564.0,5501.0,45079.0,41738.0,30384.0,11354.0,3341.0,508.0,2833.0,100353.0
1973-06-30,175077.0,129026.0,106156.0,80416.0,3705.0,76711.0,25740.0,20826.0,5846.0,14980.0,4914.0,4388.0,,,,,526.0,22870.0,17171.0,5699.0,46051.0,42598.0,30908.0,11690.0,3453.0,532.0,2921.0,103379.0
1973-09-30,180430.0,133421.0,109697.0,83171.0,3876.0,79295.0,26526.0,21461.0,6026.0,15435.0,5065.0,4525.0,,,,,540.0,23724.0,17803.0,5921.0,47009.0,43449.0,31424.0,12025.0,3560.0,552.0,3008.0,106832.0
1973-12-31,186569.0,138345.0,113720.0,86299.0,4066.0,82233.0,27422.0,22195.0,6254.0,15941.0,5227.0,4671.0,,,,,556.0,24626.0,18459.0,6167.0,48224.0,44551.0,32060.0,12491.0,3673.0,572.0,3101.0,110723.0
